MolecularWeight,LogP,TPSA,HBondDonors,HBondAcceptors,RotatableBonds,NumAtoms,NumRings
470.17139605599994,3.6332000000000013,128.75,3,10,7,34,4
470.17139605599994,3.6332000000000013,128.75,3,10,7,34,4
406.21038667999994,1.8582999999999998,124.96000000000002,4,6,9,29,2
406.21038667999994,1.8582999999999998,124.96000000000002,4,6,9,29,2
406.21038667999994,1.8582999999999998,124.96000000000002,4,6,9,29,2
406.21038667999994,1.8582999999999998,124.96000000000002,4,6,9,29,2
518.162390932,3.9289200000000033,131.69,2,7,7,37,4
518.162390932,3.9289200000000033,131.69,2,7,7,37,4
518.162390932,3.9289200000000033,131.69,2,7,7,37,4
518.162390932,3.9289200000000033,131.69,2,7,7,37,4
517.1042451,5.683900000000003,81.07,2,7,6,36,5
517.1042451,5.683900000000003,81.07,2,7,6,36,5
517.1042451,5.683900000000003,81.07,2,7,6,36,5
517.1042451,5.683900000000003,81.07,2,7,6,36,5
461.024782244,1.8347199999999997,92.59,3,6,6,25,2
461.024782244,1.8347199999999997,92.59,3,6,6,25,2
461.024782244,1.8347199999999997,92.59,3,6,6,25,2
461.024782244,1.8347199999999997,92.59,3,6,6,25,2
606.2754671999999,4.755600000000004,95.62999999999998,2,9,7,45,7
606.2754671999999,4.755600000000004,95.62999999999998,2,9,7,45,7
606.2754671999999,4.755600000000004,95.62999999999998,2,9,7,45,7
606.2754671999999,4.755600000000004,95.62999999999998,2,9,7,45,7
645.0236897880001,6.936200000000007,42.68,0,4,11,31,3
645.0236897880001,6.936200000000007,42.68,0,4,11,31,3
645.0236897880001,6.936200000000007,42.68,0,4,11,31,3
645.0236897880001,6.936200000000007,42.68,0,4,11,31,3
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
318.067427928,2.0060000000000002,95.5,3,4,5,22,2
370.152871804,2.5952400000000004,93.67,2,6,6,27,3
370.152871804,2.5952400000000004,93.67,2,6,6,27,3
370.152871804,2.5952400000000004,93.67,2,6,6,27,3
370.152871804,2.5952400000000004,93.67,2,6,6,27,3
378.148061196,4.596480000000004,62.75,1,4,2,29,6
378.148061196,4.596480000000004,62.75,1,4,2,29,6
378.148061196,4.596480000000004,62.75,1,4,2,29,6
378.148061196,4.596480000000004,62.75,1,4,2,29,6
326.126657056,3.3419000000000008,90.2,2,4,6,24,3
326.126657056,3.3419000000000008,90.2,2,4,6,24,3
326.126657056,3.3419000000000008,90.2,2,4,6,24,3
326.126657056,3.3419000000000008,90.2,2,4,6,24,3
424.10929274,3.240800000000002,90.62,0,5,6,30,3
424.10929274,3.240800000000002,90.62,0,5,6,30,3
424.10929274,3.240800000000002,90.62,0,5,6,30,3
424.10929274,3.240800000000002,90.62,0,5,6,30,3
343.1796956720001,4.687820000000004,67.35,1,4,2,26,4
343.1796956720001,4.687820000000004,67.35,1,4,2,26,4
343.1796956720001,4.687820000000004,67.35,1,4,2,26,4
343.1796956720001,4.687820000000004,67.35,1,4,2,26,4
423.170667784,4.252600000000002,97.4,3,7,10,31,3
423.170667784,4.252600000000002,97.4,3,7,10,31,3
423.170667784,4.252600000000002,97.4,3,7,10,31,3
423.170667784,4.252600000000002,97.4,3,7,10,31,3
512.106289208,5.189600000000002,108.47,2,7,7,36,4
512.106289208,5.189600000000002,108.47,2,7,7,36,4
512.106289208,5.189600000000002,108.47,2,7,7,36,4
512.106289208,5.189600000000002,108.47,2,7,7,36,4
463.25833991600007,3.6510000000000025,91.51,3,6,8,34,4
463.25833991600007,3.6510000000000025,91.51,3,6,8,34,4
463.25833991600007,3.6510000000000025,91.51,3,6,8,34,4
463.25833991600007,3.6510000000000025,91.51,3,6,8,34,4
632.244641248,5.772400000000005,111.25,2,8,12,46,6
632.244641248,5.772400000000005,111.25,2,8,12,46,6
632.244641248,5.772400000000005,111.25,2,8,12,46,6
632.244641248,5.772400000000005,111.25,2,8,12,46,6
632.244641248,5.772400000000005,111.25,2,8,12,46,6
632.244641248,5.772400000000005,111.25,2,8,12,46,6
454.104397388,5.6381200000000025,107.74000000000001,2,7,6,32,4
454.104397388,5.6381200000000025,107.74000000000001,2,7,6,32,4
454.104397388,5.6381200000000025,107.74000000000001,2,7,6,32,4
454.104397388,5.6381200000000025,107.74000000000001,2,7,6,32,4
560.220574504,5.856500000000005,106.16000000000001,2,9,7,40,6
560.220574504,5.856500000000005,106.16000000000001,2,9,7,40,6
560.220574504,5.856500000000005,106.16000000000001,2,9,7,40,6
560.220574504,5.856500000000005,106.16000000000001,2,9,7,40,6
483.2092815480001,5.802300000000006,61.36000000000001,1,6,5,35,6
483.2092815480001,5.802300000000006,61.36000000000001,1,6,5,35,6
483.2092815480001,5.802300000000006,61.36000000000001,1,6,5,35,6
483.2092815480001,5.802300000000006,61.36000000000001,1,6,5,35,6
411.1946770400001,5.5191200000000045,77.24,2,4,6,31,4
411.1946770400001,5.5191200000000045,77.24,2,4,6,31,4
411.1946770400001,5.5191200000000045,77.24,2,4,6,31,4
411.1946770400001,5.5191200000000045,77.24,2,4,6,31,4
274.123676288,3.8186000000000027,16.130000000000003,0,2,5,19,2
274.123676288,3.8186000000000027,16.130000000000003,0,2,5,19,2
274.123676288,3.8186000000000027,16.130000000000003,0,2,5,19,2
274.123676288,3.8186000000000027,16.130000000000003,0,2,5,19,2
369.14772684800005,3.592600000000002,66.89,2,3,2,28,6
369.14772684800005,3.592600000000002,66.89,2,3,2,28,6
369.14772684800005,3.592600000000002,66.89,2,3,2,28,6
369.14772684800005,3.592600000000002,66.89,2,3,2,28,6
579.2724657560001,3.8427000000000033,114.88,4,9,9,41,5
579.2724657560001,3.8427000000000033,114.88,4,9,9,41,5
579.2724657560001,3.8427000000000033,114.88,4,9,9,41,5
579.2724657560001,3.8427000000000033,114.88,4,9,9,41,5
279.04777578,2.1437,98.21000000000001,3,3,3,19,2
279.04777578,2.1437,98.21000000000001,3,3,3,19,2
279.04777578,2.1437,98.21000000000001,3,3,3,19,2
279.04777578,2.1437,98.21000000000001,3,3,3,19,2
451.20082504000004,5.039000000000004,99.81,2,6,5,34,4
451.20082504000004,5.039000000000004,99.81,2,6,5,34,4
451.20082504000004,5.039000000000004,99.81,2,6,5,34,4
451.20082504000004,5.039000000000004,99.81,2,6,5,34,4
443.09153241200005,6.059300000000004,63.25,2,5,6,31,4
443.09153241200005,6.059300000000004,63.25,2,5,6,31,4
443.09153241200005,6.059300000000004,63.25,2,5,6,31,4
443.09153241200005,6.059300000000004,63.25,2,5,6,31,4
519.2569579240001,2.8272000000000013,79.09,0,8,5,37,5
519.2569579240001,2.8272000000000013,79.09,0,8,5,37,5
519.2569579240001,2.8272000000000013,79.09,0,8,5,37,5
519.2569579240001,2.8272000000000013,79.09,0,8,5,37,5
450.24827008399996,5.3212000000000055,15.71,0,3,10,33,4
450.24827008399996,5.3212000000000055,15.71,0,3,10,33,4
450.24827008399996,5.3212000000000055,15.71,0,3,10,33,4
450.24827008399996,5.3212000000000055,15.71,0,3,10,33,4
474.19910870000007,4.057700000000002,99.25000000000001,3,6,6,34,5
474.19910870000007,4.057700000000002,99.25000000000001,3,6,6,34,5
474.19910870000007,4.057700000000002,99.25000000000001,3,6,6,34,5
474.19910870000007,4.057700000000002,99.25000000000001,3,6,6,34,5
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
360.081492848,1.2660999999999993,98.66000000000001,4,4,7,23,1
392.17608751200004,2.5445,94.04,3,5,2,29,5
392.17608751200004,2.5445,94.04,3,5,2,29,5
392.17608751200004,2.5445,94.04,3,5,2,29,5
392.17608751200004,2.5445,94.04,3,5,2,29,5
352.14230711999994,3.7292000000000014,86.83000000000001,2,6,5,26,3
352.14230711999994,3.7292000000000014,86.83000000000001,2,6,5,26,3
352.14230711999994,3.7292000000000014,86.83000000000001,2,6,5,26,3
352.14230711999994,3.7292000000000014,86.83000000000001,2,6,5,26,3
570.22670544,5.906800000000007,77.72999999999999,1,6,3,43,9
570.22670544,5.906800000000007,77.72999999999999,1,6,3,43,9
570.22670544,5.906800000000007,77.72999999999999,1,6,3,43,9
570.22670544,5.906800000000007,77.72999999999999,1,6,3,43,9
415.1644395320001,4.162540000000002,98.83,1,7,4,31,5
415.1644395320001,4.162540000000002,98.83,1,7,4,31,5
415.1644395320001,4.162540000000002,98.83,1,7,4,31,5
415.1644395320001,4.162540000000002,98.83,1,7,4,31,5
445.127385328,4.975940000000004,126.25000000000001,1,6,5,33,4
445.127385328,4.975940000000004,126.25000000000001,1,6,5,33,4
445.127385328,4.975940000000004,126.25000000000001,1,6,5,33,4
445.127385328,4.975940000000004,126.25000000000001,1,6,5,33,4
393.20255635600006,1.5815999999999988,149.65999999999997,4,9,6,29,4
393.20255635600006,1.5815999999999988,149.65999999999997,4,9,6,29,4
393.20255635600006,1.5815999999999988,149.65999999999997,4,9,6,29,4
393.20255635600006,1.5815999999999988,149.65999999999997,4,9,6,29,4
337.13457532,4.399600000000002,40.71,2,2,3,24,4
337.13457532,4.399600000000002,40.71,2,2,3,24,4
337.13457532,4.399600000000002,40.71,2,2,3,24,4
337.13457532,4.399600000000002,40.71,2,2,3,24,4
398.211804324,3.3349400000000013,77.23,3,3,7,29,3
398.211804324,3.3349400000000013,77.23,3,3,7,29,3
398.211804324,3.3349400000000013,77.23,3,3,7,29,3
398.211804324,3.3349400000000013,77.23,3,3,7,29,3
523.170133264,7.532700000000006,23.47,1,2,7,36,4
523.170133264,7.532700000000006,23.47,1,2,7,36,4
523.170133264,7.532700000000006,23.47,1,2,7,36,4
523.170133264,7.532700000000006,23.47,1,2,7,36,4
523.170133264,7.532700000000006,23.47,1,2,7,36,4
523.170133264,7.532700000000006,23.47,1,2,7,36,4
479.172417372,3.8621200000000018,106.27,4,6,6,34,5
479.172417372,3.8621200000000018,106.27,4,6,6,34,5
479.172417372,3.8621200000000018,106.27,4,6,6,34,5
479.172417372,3.8621200000000018,106.27,4,6,6,34,5
277.27695012,5.295400000000005,12.03,1,1,4,20,3
277.27695012,5.295400000000005,12.03,1,1,4,20,3
277.27695012,5.295400000000005,12.03,1,1,4,20,3
277.27695012,5.295400000000005,12.03,1,1,4,20,3
391.18198141600004,3.421400000000001,81.59,2,6,5,28,3
391.18198141600004,3.421400000000001,81.59,2,6,5,28,3
391.18198141600004,3.421400000000001,81.59,2,6,5,28,3
391.18198141600004,3.421400000000001,81.59,2,6,5,28,3
391.225977168,3.9337000000000035,62.300000000000004,1,3,8,29,3
391.225977168,3.9337000000000035,62.300000000000004,1,3,8,29,3
391.225977168,3.9337000000000035,62.300000000000004,1,3,8,29,3
391.225977168,3.9337000000000035,62.300000000000004,1,3,8,29,3
468.1773106360001,6.057200000000006,65.97,0,6,10,34,4
468.1773106360001,6.057200000000006,65.97,0,6,10,34,4
468.1773106360001,6.057200000000006,65.97,0,6,10,34,4
468.1773106360001,6.057200000000006,65.97,0,6,10,34,4
543.1740607479999,0.0012999999999993017,206.07,6,12,5,39,5
543.1740607479999,0.0012999999999993017,206.07,6,12,5,39,5
543.1740607479999,0.0012999999999993017,206.07,6,12,5,39,5
543.1740607479999,0.0012999999999993017,206.07,6,12,5,39,5
273.074955832,-0.3299999999999998,109.57,2,5,1,20,3
273.074955832,-0.3299999999999998,109.57,2,5,1,20,3
273.074955832,-0.3299999999999998,109.57,2,5,1,20,3
273.074955832,-0.3299999999999998,109.57,2,5,1,20,3
410.2304534279999,1.5199,113.29,3,7,2,29,3
410.2304534279999,1.5199,113.29,3,7,2,29,3
410.2304534279999,1.5199,113.29,3,7,2,29,3
410.2304534279999,1.5199,113.29,3,7,2,29,3
308.15247787999994,3.7878000000000025,40.620000000000005,0,2,5,23,3
308.15247787999994,3.7878000000000025,40.620000000000005,0,2,5,23,3
308.15247787999994,3.7878000000000025,40.620000000000005,0,2,5,23,3
308.15247787999994,3.7878000000000025,40.620000000000005,0,2,5,23,3
263.167399672,4.301900000000003,12.03,1,1,4,20,3
263.167399672,4.301900000000003,12.03,1,1,4,20,3
263.167399672,4.301900000000003,12.03,1,1,4,20,3
263.167399672,4.301900000000003,12.03,1,1,4,20,3
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
385.24777523200004,2.0881999999999996,69.64000000000001,0,6,6,28,4
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
314.154976416,4.528400000000004,6.48,0,2,4,22,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
339.16952491200004,0.3944800000000006,97.05000000000001,1,7,3,25,3
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
469.22445294399995,3.5519000000000025,55.53,0,7,10,33,4
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
812.25813822,7.880600000000009,128.13,2,10,16,56,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
469.19026035600007,5.893780000000005,76.5,0,6,3,36,6
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
529.1837929840001,6.355840000000005,97.62,2,7,6,39,5
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
510.14094219200007,2.3965000000000005,142.09999999999997,3,9,8,35,3
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.206304344,2.2453200000000004,125.38000000000001,2,9,6,31,4
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
425.152160596,1.9751999999999998,96.67,1,7,5,30,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
508.22411859600004,5.476040000000006,65.55000000000001,0,7,8,36,5
